date,region,population,google_ads_impressions,display_impressions,facebook_impressions,google_ads_cost,facebook_cost,display_cost,conversions
2023-08-28,Vastra Gotaland County,1772821,20284,71307,174017,44164.09,13247.15,2763.78,20
2023-08-28,Vastmanland County,281158,48,5,0,21.99,0.0,0.1,2
2023-08-28,Vasternorrland County,241458,49,13,0,63.44,0.0,0.37,1
2023-08-28,Vasterbotten County,281138,49,117,0,36.21,0.0,3.97,2
2023-08-28,Varmland County,283384,317,27,0,340.93,0.0,0.87,1
2023-08-28,Uppsala County,407912,74,21,0,78.82,0.0,0.72,1
2023-08-28,Stockholm County,2473307,1175,21,0,1003.66,0.0,0.58,5
2023-08-28,Sodermanland County,301542,42,9,0,18.59,0.0,0.23,2
2023-08-28,Skane County,1428626,402,105,0,317.26,0.0,3.06,5
2023-08-28,Ostergotland County,472446,520,28,0,869.82,0.0,1.02,2
2023-08-28,Orebro County,308375,293,13,0,348.26,0.0,0.38,1
2023-08-28,Kronoberg County,203351,51,1,0,82.72,0.0,0.04,3
2023-08-28,Jonkoping County,370009,473,65,6,401.04,0.14,2.26,2
2023-08-28,Jamtland County,132839,18,6,0,6.84,0.0,0.15,1
2023-08-28,Halland County,345074,800,48469,137753,1366.01,6827.96,2059.64,6
2023-08-28,Dalarna County,286546,79,39,0,116.34,0.0,1.28,1
2023-08-28,Blekinge County,157223,36,2,0,58.83,0.0,0.05,1
2023-09-04,Vastra Gotaland County,1772821,17241,108270,174810,38963.92,12832.7,7406.91,18
2023-09-04,Vastmanland County,281158,28,5,0,67.01,0.0,0.31,1
2023-09-04,Vasternorrland County,241458,36,86,0,26.92,0.0,7.28,2
2023-09-04,Varmland County,283384,345,102,0,320.7,0.0,7.31,2
2023-09-04,Uppsala County,407912,69,46,0,77.7,0.0,3.11,2
2023-09-04,Stockholm County,2473307,928,129,0,703.99,0.0,10.0,6
2023-09-04,Skane County,1428626,367,345,0,266.76,0.0,22.54,8
2023-09-04,Ostergotland County,472446,431,86,0,837.22,0.0,6.03,1
2023-09-04,Orebro County,308375,328,35,0,338.51,0.0,2.75,1
2023-09-04,Kronoberg County,203351,56,4,0,122.53,0.0,0.18,2
2023-09-04,Kalmar County,246352,55,122,0,38.66,0.0,8.47,1
2023-09-04,Halland County,345074,885,110049,141222,1583.74,6497.78,4921.82,2
2023-09-04,Gotland County,60971,5,0,0,0.86,0.0,0.0,1
2023-09-04,Blekinge County,157223,30,7,0,18.24,0.0,0.58,1
2023-09-11,Vastra Gotaland County,1772821,19145,127303,232460,47701.86,15221.76,7755.12,21
2023-09-11,Vasternorrland County,241458,35,21,0,29.55,0.0,1.44,1
2023-09-11,Vasterbotten County,281138,50,50,0,42.58,0.0,3.4,2
2023-09-11,Varmland County,283384,410,9,0,464.83,0.0,0.62,4
2023-09-11,Uppsala County,407912,44,9,0,168.86,0.0,0.61,2
2023-09-11,Stockholm County,2473307,857,21,0,1000.0,0.0,1.43,6
2023-09-11,Sodermanland County,301542,56,9,0,28.12,0.0,0.62,1
2023-09-11,Skane County,1428626,344,50,0,468.11,0.0,3.22,8
2023-09-11,Ostergotland County,472446,453,13,0,407.44,0.0,0.84,2
2023-09-11,Orebro County,308375,341,1,0,606.57,0.0,0.07,2
2023-09-11,Norrbotten County,248620,37,23,0,34.01,0.0,1.58,3
2023-09-11,Kronoberg County,203351,74,2,0,47.31,0.0,0.14,1
2023-09-11,Kalmar County,246352,46,19,0,113.09,0.0,1.31,1
2023-09-11,Jonkoping County,370009,472,380,11,535.25,0.29,26.07,3
2023-09-11,Jamtland County,132839,6,2,0,0.21,0.0,0.14,1
2023-09-11,Halland County,345074,1085,99301,158101,3669.77,6339.19,4215.93,5
2023-09-11,Dalarna County,286546,36,22,0,23.1,0.0,1.52,1
2023-09-11,Blekinge County,157223,35,7,0,52.56,0.0,0.26,1
2023-09-18,Vastra Gotaland County,1772821,18114,186072,197433,44924.2,15080.32,11009.86,19
2023-09-18,Vasterbotten County,281138,53,0,0,165.69,0.0,0.0,1
2023-09-18,Uppsala County,407912,75,0,0,126.01,0.0,0.0,3
2023-09-18,Stockholm County,2473307,854,0,0,891.64,0.0,0.0,5
2023-09-18,Sodermanland County,301542,60,0,0,37.37,0.0,0.0,2
2023-09-18,Skane County,1428626,332,0,0,367.8,0.0,0.0,2
2023-09-18,Orebro County,308375,227,0,0,189.47,0.0,0.0,1
2023-09-18,Norrbotten County,248620,28,0,0,9.81,0.0,0.0,2
2023-09-18,Kronoberg County,203351,54,0,0,62.14,0.0,0.0,1
2023-09-18,Kalmar County,246352,63,0,0,117.4,0.0,0.0,1
2023-09-18,Jonkoping County,370009,376,354,6,302.01,0.36,24.34,1
2023-09-18,Halland County,345074,882,107912,128553,1190.64,6262.56,4638.7,5
2023-09-18,Gavleborg County,284558,61,0,0,38.71,0.0,0.0,4
2023-09-18,Dalarna County,286546,58,0,0,33.99,0.0,0.0,2
2023-09-18,Blekinge County,157223,24,0,0,79.27,0.0,0.0,1
2023-09-25,Vastra Gotaland County,1772821,755224,672057,665427,71069.09,27961.51,36496.1,22
2023-09-25,Vasternorrland County,241458,38,0,0,37.58,0.0,0.0,1
2023-09-25,Vasterbotten County,281138,57,0,0,114.88,0.0,0.0,2
2023-09-25,Varmland County,283384,228,0,0,376.55,0.0,0.0,3
2023-09-25,Uppsala County,407912,85,0,0,22.21,0.0,0.0,4
2023-09-25,Stockholm County,2473307,1209,0,0,1069.52,0.0,0.0,9
2023-09-25,Sodermanland County,301542,58,0,0,132.87,0.0,0.0,1
2023-09-25,Skane County,1428626,450,0,0,583.53,0.0,0.0,6
2023-09-25,Ostergotland County,472446,326,0,0,587.04,0.0,0.0,1
2023-09-25,Kronoberg County,203351,81,0,0,105.67,0.0,0.0,2
2023-09-25,Kalmar County,246352,72,0,0,94.95,0.0,0.0,1
2023-09-25,Jonkoping County,370009,319,250,5,400.14,0.33,17.06,2
2023-09-25,Halland County,345074,26926,121459,145694,2331.53,6950.75,5366.82,3
2023-09-25,Gavleborg County,284558,66,0,0,51.34,0.0,0.0,1
2023-09-25,Dalarna County,286546,52,0,0,142.29,0.0,0.0,3
2023-09-25,Blekinge County,157223,33,0,0,126.65,0.0,0.0,2
2023-10-02,Vastra Gotaland County,1772821,610181,350817,735820,53353.15,32160.11,29515.22,21
2023-10-02,Vasternorrland County,241458,20,0,0,0.99,0.0,0.0,1
2023-10-02,Varmland County,283384,243,0,0,752.54,0.0,0.0,2
2023-10-02,Uppsala County,407912,27,0,0,30.15,0.0,0.0,7
2023-10-02,Stockholm County,2473307,453,0,0,397.98,0.0,0.0,7
2023-10-02,Sodermanland County,301542,32,0,0,16.37,0.0,0.0,3
2023-10-02,Skane County,1428626,180,2,0,194.64,0.0,0.14,8
2023-10-02,Ostergotland County,472446,351,0,0,873.61,0.0,0.0,2
2023-10-02,Orebro County,308375,237,0,0,356.85,0.0,0.0,1
2023-10-02,Kronoberg County,203351,21,0,0,12.68,0.0,0.0,3
2023-10-02,Kalmar County,246352,39,0,0,29.88,0.0,0.0,2
2023-10-02,Jonkoping County,370009,383,430,6,616.04,0.34,29.5,3
2023-10-02,Jamtland County,132839,5,0,0,5.27,0.0,0.0,2
2023-10-02,Halland County,345074,22834,141077,117190,1835.35,7017.35,6463.77,5
2023-10-02,Gavleborg County,284558,30,0,0,37.17,0.0,0.0,1
2023-10-02,Dalarna County,286546,23,0,0,25.94,0.0,0.0,2
2023-10-02,Blekinge County,157223,14,0,0,8.89,0.0,0.0,1
2023-10-09,Vastra Gotaland County,1772821,1009079,286126,609661,87519.4,24653.78,19008.92,22
2023-10-09,Vasternorrland County,241458,36,0,0,15.37,0.0,0.0,2
2023-10-09,Vasterbotten County,281138,27,0,0,62.89,0.0,0.0,1
2023-10-09,Varmland County,283384,340,0,0,605.03,0.0,0.0,1
2023-10-09,Uppsala County,407912,67,0,0,41.14,0.0,0.0,2
2023-10-09,Stockholm County,2473307,1006,0,0,1346.77,0.0,0.0,5
2023-10-09,Skane County,1428626,432,0,0,274.18,0.0,0.0,7
2023-10-09,Ostergotland County,472446,416,0,0,709.02,0.0,0.0,1
2023-10-09,Norrbotten County,248620,23,0,0,47.24,0.0,0.0,2
2023-10-09,Kronoberg County,203351,70,0,0,72.98,0.0,0.0,1
2023-10-09,Kalmar County,246352,72,0,0,72.22,0.0,0.0,2
2023-10-09,Jonkoping County,370009,432,360,10,309.33,0.41,24.63,5
2023-10-09,Jamtland County,132839,17,0,0,23.49,0.0,0.0,1
2023-10-09,Halland County,345074,41266,81157,156854,3855.36,8581.22,3770.79,5
2023-10-09,Gotland County,60971,5,0,0,0.0,0.0,0.0,1
2023-10-09,Dalarna County,286546,75,0,0,97.22,0.0,0.0,1
2023-10-09,Blekinge County,157223,27,0,0,44.66,0.0,0.0,3
2023-10-16,Vastra Gotaland County,1772821,334362,227740,134047,54867.62,11180.5,10339.36,19
2023-10-16,Vastmanland County,281158,27,0,0,19.68,0.0,0.0,1
2023-10-16,Varmland County,283384,240,0,0,333.13,0.0,0.0,2
2023-10-16,Uppsala County,407912,47,0,0,22.43,0.0,0.0,3
2023-10-16,Stockholm County,2473307,917,0,0,703.35,0.0,0.0,7
2023-10-16,Sodermanland County,301542,46,0,0,9.24,0.0,0.0,3
2023-10-16,Skane County,1428626,309,0,0,353.97,0.0,0.0,6
2023-10-16,Ostergotland County,472446,356,0,0,682.88,0.0,0.0,1
2023-10-16,Orebro County,308375,177,0,0,402.8,0.0,0.0,1
2023-10-16,Kronoberg County,203351,61,0,0,29.73,0.0,0.0,2
2023-10-16,Kalmar County,246352,37,0,0,46.78,0.0,0.0,1
2023-10-16,Jonkoping County,370009,289,472,4,245.69,0.14,32.33,3
2023-10-16,Halland County,345074,17908,64086,143868,2671.0,9208.85,2996.63,3
2023-10-16,Gavleborg County,284558,48,0,0,65.29,0.0,0.0,1
2023-10-16,Dalarna County,286546,48,0,0,34.5,0.0,0.0,2
2023-10-16,Blekinge County,157223,20,0,0,3.88,0.0,0.0,2
2023-10-23,Vastra Gotaland County,1772821,81267,183667,122526,45828.64,11116.68,8554.88,22
2023-10-23,Vasternorrland County,241458,25,0,0,33.94,0.0,0.0,1
2023-10-23,Uppsala County,407912,53,0,0,60.87,0.0,0.0,2
2023-10-23,Stockholm County,2473307,1278,0,0,1306.7,0.0,0.0,5
2023-10-23,Sodermanland County,301542,51,0,0,50.32,0.0,0.0,3
2023-10-23,Skane County,1428626,372,0,0,357.35,0.0,0.0,6
2023-10-23,Ostergotland County,472446,382,0,0,519.39,0.0,0.0,2
2023-10-23,Orebro County,308375,266,0,0,385.46,0.0,0.0,2
2023-10-23,Kronoberg County,203351,41,0,0,9.75,0.0,0.0,2
2023-10-23,Kalmar County,246352,34,0,0,27.73,0.0,0.0,1
2023-10-23,Jonkoping County,370009,280,390,6,372.41,0.5,26.64,1
2023-10-23,Jamtland County,132839,17,0,0,1.9,0.0,0.0,1
2023-10-23,Halland County,345074,8601,54164,141442,2218.8,9121.47,2549.1,3
2023-10-23,Gavleborg County,284558,57,0,0,157.79,0.0,0.0,1
2023-10-23,Dalarna County,286546,66,0,0,13.88,0.0,0.0,1
2023-10-30,Vastra Gotaland County,1772821,126513,212191,109355,52208.86,11219.94,8479.63,21
2023-10-30,Vasternorrland County,241458,2348,0,0,576.85,0.0,0.0,1
2023-10-30,Varmland County,283384,3232,0,0,368.48,0.0,0.0,2
2023-10-30,Uppsala County,407912,3511,0,0,69.76,0.0,0.0,1
2023-10-30,Stockholm County,2473307,51975,1,0,1783.73,0.0,0.02,6
2023-10-30,Sodermanland County,301542,3473,0,0,80.99,0.0,0.0,2
2023-10-30,Skane County,1428626,23126,0,0,789.72,0.0,0.0,7
2023-10-30,Ostergotland County,472446,5254,0,0,955.87,0.0,0.0,2
2023-10-30,Orebro County,308375,3587,0,0,564.22,0.0,0.0,1
2023-10-30,Norrbotten County,248620,2527,0,0,35.68,0.0,0.0,2
2023-10-30,Kronoberg County,203351,2246,0,0,26.58,0.0,0.0,1
2023-10-30,Kalmar County,246352,2390,0,0,59.43,0.0,0.0,1
2023-10-30,Jonkoping County,370009,4446,62,3,392.56,0.1,4.23,1
2023-10-30,Jamtland County,132839,1109,0,0,20.15,0.0,0.0,1
2023-10-30,Halland County,345074,11989,77548,139275,2240.54,9230.32,3135.6,2
2023-10-30,Gavleborg County,284558,3618,0,0,71.09,0.0,0.0,2
2023-10-30,Dalarna County,286546,3686,0,0,77.43,0.0,0.0,1
2023-10-30,Blekinge County,157223,1551,0,0,19.25,0.0,0.0,1
2023-11-06,Vastra Gotaland County,1772821,102447,243855,116277,52872.05,14017.66,8753.76,21
2023-11-06,Vasternorrland County,241458,671,0,0,30.29,0.0,0.0,3
2023-11-06,Vasterbotten County,281138,1271,0,0,107.7,0.0,0.0,2
2023-11-06,Varmland County,283384,1399,0,0,557.92,0.0,0.0,1
2023-11-06,Uppsala County,407912,1323,0,0,90.79,0.0,0.0,2
2023-11-06,Stockholm County,2473307,13688,0,0,1328.95,0.0,0.0,5
2023-11-06,Sodermanland County,301542,1305,0,0,208.99,0.0,0.0,2
2023-11-06,Skane County,1428626,7695,0,0,1003.94,0.0,0.0,5
2023-11-06,Ostergotland County,472446,2057,0,0,1020.14,0.0,0.0,2
2023-11-06,Orebro County,308375,1089,0,0,310.43,0.0,0.0,1
2023-11-06,Norrbotten County,248620,1075,0,0,15.0,0.0,0.0,1
2023-11-06,Jonkoping County,370009,1420,0,1,232.55,0.22,0.0,1
2023-11-06,Jamtland County,132839,433,0,0,11.13,0.0,0.0,1
2023-11-06,Halland County,345074,9460,126207,106717,2738.9,9153.72,4878.68,4
2023-11-06,Gavleborg County,284558,1263,0,0,85.17,0.0,0.0,1
2023-11-06,Dalarna County,286546,1712,0,0,26.45,0.0,0.0,2
2023-11-13,Vastra Gotaland County,1772821,90044,270414,84793,54740.44,11239.39,9497.88,25
2023-11-13,Vastmanland County,281158,176,0,0,47.19,0.0,0.0,2
2023-11-13,Vasternorrland County,241458,125,0,0,38.5,0.0,0.0,1
2023-11-13,Vasterbotten County,281138,177,0,0,48.54,0.0,0.0,1
2023-11-13,Varmland County,283384,340,0,0,614.35,0.0,0.0,1
2023-11-13,Uppsala County,407912,228,0,0,111.35,0.0,0.0,2
2023-11-13,Stockholm County,2473307,2677,0,0,1230.38,0.0,0.0,8
2023-11-13,Skane County,1428626,1161,4,0,631.69,0.0,0.15,7
2023-11-13,Ostergotland County,472446,639,0,0,757.65,0.0,0.0,1
2023-11-13,Orebro County,308375,325,0,0,390.53,0.0,0.0,1
2023-11-13,Kronoberg County,203351,169,0,0,68.34,0.0,0.0,1
2023-11-13,Kalmar County,246352,158,0,0,53.28,0.0,0.0,1
2023-11-13,Jonkoping County,370009,467,0,3,158.62,0.16,0.0,2
2023-11-13,Jamtland County,132839,73,0,0,80.22,0.0,0.0,1
2023-11-13,Halland County,345074,8788,125132,94102,1647.27,9152.86,4570.8,5
2023-11-13,Dalarna County,286546,180,0,0,59.24,0.0,0.0,2
2023-11-13,Blekinge County,157223,107,0,0,91.96,0.0,0.0,1
2023-11-20,Vastra Gotaland County,1772821,89742,195287,63512,52811.44,10732.73,7311.67,23
2023-11-20,Vastmanland County,281158,140,0,0,101.88,0.0,0.0,1
2023-11-20,Vasternorrland County,241458,133,0,0,86.98,0.0,0.0,1
2023-11-20,Varmland County,283384,390,0,0,317.12,0.0,0.0,1
2023-11-20,Uppsala County,407912,202,0,0,137.17,0.0,0.0,2
2023-11-20,Stockholm County,2473307,2377,0,0,1775.5,0.0,0.0,7
2023-11-20,Sodermanland County,301542,144,2,0,75.62,0.0,0.06,2
2023-11-20,Skane County,1428626,1090,0,0,745.86,0.0,0.0,5
2023-11-20,Ostergotland County,472446,539,0,0,1282.04,0.0,0.0,1
2023-11-20,Orebro County,308375,368,0,0,777.11,0.0,0.0,1
2023-11-20,Kronoberg County,203351,187,0,0,241.65,0.0,0.0,1
2023-11-20,Jonkoping County,370009,445,83,4,544.16,0.44,5.7,1
2023-11-20,Jamtland County,132839,77,0,0,26.24,0.0,0.0,2
2023-11-20,Halland County,345074,9106,100472,72915,2367.82,9133.02,3722.7,3
2023-11-20,Gavleborg County,284558,220,0,0,80.32,0.0,0.0,1
2023-11-20,Dalarna County,286546,173,0,0,152.85,0.0,0.0,1
2023-11-20,Blekinge County,157223,83,0,0,12.48,0.0,0.0,1
2023-11-27,Vastra Gotaland County,1772821,61815,297048,112168,45923.11,11608.5,12348.85,21
2023-11-27,Vastmanland County,281158,171,0,0,254.27,0.0,0.0,1
2023-11-27,Vasternorrland County,241458,135,0,0,65.19,0.0,0.0,2
2023-11-27,Vasterbotten County,281138,153,0,0,116.75,0.0,0.0,1
2023-11-27,Uppsala County,407912,203,0,0,233.89,0.0,0.0,4
2023-11-27,Stockholm County,2473307,2599,0,0,2138.11,0.0,0.0,5
2023-11-27,Sodermanland County,301542,195,0,0,250.54,0.0,0.0,1
2023-11-27,Skane County,1428626,1192,0,0,859.0,0.0,0.0,3
2023-11-27,Ostergotland County,472446,640,0,0,1142.08,0.0,0.0,3
2023-11-27,Norrbotten County,248620,79,0,0,62.17,0.0,0.0,1
2023-11-27,Kronoberg County,203351,170,0,0,98.24,0.0,0.0,2
2023-11-27,Kalmar County,246352,213,0,0,135.14,0.0,0.0,2
2023-11-27,Jonkoping County,370009,474,213,0,379.75,0.0,14.67,1
2023-11-27,Jamtland County,132839,85,0,0,49.57,0.0,0.0,2
2023-11-27,Halland County,345074,5834,99854,85916,2515.36,9119.96,3708.67,4
2023-11-27,Gavleborg County,284558,222,0,0,186.19,0.0,0.0,2
2023-11-27,Dalarna County,286546,166,0,0,46.23,0.0,0.0,1
2023-12-04,Vastra Gotaland County,1772821,24803,273833,75455,42211.0,10129.91,10300.79,21
2023-12-04,Vastmanland County,281158,214,0,0,57.91,0.0,0.0,1
2023-12-04,Vasternorrland County,241458,176,0,0,67.2,0.0,0.0,1
2023-12-04,Varmland County,283384,456,0,0,638.34,0.0,0.0,1
2023-12-04,Uppsala County,407912,268,0,0,162.31,0.0,0.0,1
2023-12-04,Stockholm County,2473307,3203,0,0,2033.08,0.0,0.0,6
2023-12-04,Sodermanland County,301542,223,0,0,113.06,0.0,0.0,2
2023-12-04,Skane County,1428626,1426,0,0,1170.77,0.0,0.0,6
2023-12-04,Ostergotland County,472446,670,0,0,1940.38,0.0,0.0,1
2023-12-04,Orebro County,308375,472,0,0,340.09,0.0,0.0,1
2023-12-04,Kronoberg County,203351,212,0,0,113.31,0.0,0.0,2
2023-12-04,Kalmar County,246352,286,0,0,64.1,0.0,0.0,2
2023-12-04,Jonkoping County,370009,585,202,0,513.54,0.0,13.83,5
2023-12-04,Halland County,345074,1280,119832,93102,1561.21,9111.42,4228.7,3
2023-12-04,Dalarna County,286546,248,0,0,143.05,0.0,0.0,1
2023-12-11,Vastra Gotaland County,1772821,27473,265705,75290,42554.37,10123.19,9978.5,23
2023-12-11,Varmland County,283384,978,0,0,348.59,0.0,0.0,2
2023-12-11,Uppsala County,407912,905,0,0,216.65,0.0,0.0,2
2023-12-11,Stockholm County,2473307,8775,0,0,2578.67,0.0,0.0,3
2023-12-11,Skane County,1428626,4391,0,0,1031.39,0.0,0.0,6
2023-12-11,Ostergotland County,472446,1625,0,0,783.16,0.0,0.0,2
2023-12-11,Orebro County,308375,935,0,0,911.44,0.0,0.0,1
2023-12-11,Norrbotten County,248620,606,0,0,107.76,0.0,0.0,1
2023-12-11,Kronoberg County,203351,520,0,0,180.02,0.0,0.0,2
2023-12-11,Kalmar County,246352,633,0,0,152.07,0.0,0.0,1
2023-12-11,Jonkoping County,370009,1219,169,0,491.93,0.0,11.56,1
2023-12-11,Halland County,345074,1530,129407,91059,1337.15,9136.38,4510.57,6
2023-12-11,Dalarna County,286546,759,0,0,124.83,0.0,0.0,2
2023-12-18,Vastra Gotaland County,1772821,15750,262914,98768,31591.47,10720.44,9462.11,16
2023-12-18,Uppsala County,407912,428,0,0,94.49,0.0,0.0,2
2023-12-18,Stockholm County,2473307,4554,0,0,1481.42,0.0,0.0,2
2023-12-18,Skane County,1428626,2348,1,0,712.32,0.0,0.04,2
2023-12-18,Ostergotland County,472446,990,0,0,413.39,0.0,0.0,3
2023-12-18,Orebro County,308375,577,0,0,572.08,0.0,0.0,1
2023-12-18,Kronoberg County,203351,265,0,0,71.81,0.0,0.0,1
2023-12-18,Kalmar County,246352,342,0,0,47.06,0.0,0.0,2
2023-12-18,Jonkoping County,370009,720,167,0,890.4,0.0,11.26,2
2023-12-18,Jamtland County,132839,155,0,0,12.59,0.0,0.0,1
2023-12-18,Halland County,345074,973,116877,120293,1003.94,10476.38,4029.13,5
2023-12-18,Gotland County,60971,68,0,0,17.5,0.0,0.0,1
2023-12-18,Gavleborg County,284558,393,0,0,160.29,0.0,0.0,2
2023-12-18,Dalarna County,286546,406,0,0,148.64,0.0,0.0,1
2023-12-25,Vastra Gotaland County,1772821,12852,239700,135851,32357.48,11190.85,8224.05,17
2023-12-25,Uppsala County,407912,75,0,0,39.61,0.0,0.0,2
2023-12-25,Stockholm County,2473307,918,0,0,1335.76,0.0,0.0,3
2023-12-25,Skane County,1428626,480,0,0,710.88,0.0,0.0,3
2023-12-25,Ostergotland County,472446,491,0,0,1309.43,0.0,0.0,1
2023-12-25,Orebro County,308375,332,0,0,415.47,0.0,0.0,1
2023-12-25,Jonkoping County,370009,432,99,0,322.15,0.0,6.7,1
2023-12-25,Jamtland County,132839,38,0,0,64.12,0.0,0.0,1
2023-12-25,Halland County,345074,890,101589,168618,1418.96,11205.58,3310.39,3
2024-01-01,Vastra Gotaland County,1772821,18748,267283,562995,45638.36,27641.29,7924.09,18
2024-01-01,Stockholm County,2473307,1584,0,148,2689.99,14.09,0.0,3
2024-01-01,Sodermanland County,301542,117,0,43,80.08,3.11,0.0,1
2024-01-01,Skane County,1428626,727,0,148,1080.53,12.16,0.0,1
2024-01-01,Ostergotland County,472446,524,0,29,516.11,2.31,0.0,1
2024-01-01,Orebro County,308375,334,0,25,787.28,2.73,0.0,1
2024-01-01,Norrbotten County,248620,81,0,20,179.79,2.21,0.0,1
2024-01-01,Kronoberg County,203351,105,0,12,332.21,0.85,0.0,2
2024-01-01,Kalmar County,246352,83,0,24,44.36,1.64,0.0,2
2024-01-01,Jamtland County,132839,52,0,11,132.96,1.08,0.0,3
2024-01-01,Halland County,345074,754,36028,227190,1727.55,11727.61,902.58,1
2024-01-01,Gotland County,60971,15,0,6,33.26,0.67,0.0,1
2024-01-01,Dalarna County,286546,160,0,27,156.19,1.85,0.0,2
2024-01-01,Blekinge County,157223,48,0,11,54.42,0.87,0.0,1
2024-01-08,Vastra Gotaland County,1772821,16753,212621,462570,40111.34,16099.67,6677.77,24
2024-01-08,Vasterbotten County,281138,65,0,0,96.44,0.0,0.0,1
2024-01-08,Uppsala County,407912,101,0,0,65.64,0.0,0.0,1
